id,cliente_id,producto_id,fecha,cantidad,total
694,87,11,2024-04-06,2,368000.0
695,67,12,2025-03-05,5,1105000.0
696,21,22,2024-06-25,5,715000.0
697,55,30,2023-10-01,2,370000.0
698,52,41,2022-10-30,2,526000.0
699,24,41,2024-08-17,4,1052000.0
700,51,2,2025-01-01,5,290000.0
701,26,29,2024-10-13,5,1325000.0
702,55,25,2023-01-21,1,116000.0
703,91,14,2022-10-31,2,298000.0
704,36,49,2024-02-15,1,79000.0
705,74,7,2024-06-03,5,1465000.0
706,24,24,2022-07-09,3,213000.0
707,26,30,2022-10-23,1,185000.0
708,34,43,2024-06-26,4,856000.0
709,68,41,2022-12-07,3,789000.0
710,77,25,2023-07-30,5,580000.0
711,51,38,2022-12-25,1,282000.0
712,45,23,2022-12-21,4,220000.0
713,80,12,2023-08-28,3,663000.0
714,79,38,2023-03-30,1,282000.0
715,87,9,2023-10-03,3,792000.0
716,16,16,2024-06-28,3,420000.0
717,15,12,2023-06-29,3,663000.0
718,89,10,2022-08-14,5,715000.0
719,50,27,2023-05-08,5,400000.0
720,18,37,2023-02-12,4,1064000.0
721,55,12,2024-12-25,4,884000.0
722,82,35,2024-08-16,2,504000.0
723,72,11,2023-06-14,4,736000.0
724,37,9,2022-10-25,2,528000.0
725,41,29,2024-12-09,5,1325000.0
726,7,23,2023-07-28,1,55000.0
727,63,9,2024-11-23,2,528000.0
728,50,36,2024-07-20,5,1460000.0
729,84,32,2022-09-06,4,668000.0
730,88,32,2024-06-02,4,668000.0
731,91,29,2025-01-03,4,1060000.0
732,22,6,2022-12-31,5,1310000.0
733,4,49,2024-10-19,2,158000.0
734,38,3,2024-10-02,3,687000.0
735,29,35,2022-12-09,3,756000.0
736,22,50,2023-01-04,4,804000.0
737,73,48,2025-01-31,4,868000.0
738,71,33,2024-12-09,1,151000.0
739,74,8,2024-11-09,3,678000.0
740,100,35,2023-09-20,3,756000.0
741,70,49,2024-09-05,1,79000.0
742,98,47,2022-06-16,4,356000.0
743,70,14,2022-05-28,4,596000.0
744,14,48,2022-08-18,2,434000.0
745,39,3,2022-06-23,4,916000.0
746,34,23,2025-01-04,1,55000.0
747,57,8,2024-09-25,2,452000.0
748,27,48,2023-05-30,5,1085000.0
749,89,23,2025-01-19,5,275000.0
750,81,28,2023-03-07,2,104000.0
751,79,9,2024-09-18,2,528000.0
752,27,4,2024-01-21,5,1260000.0
753,45,35,2024-11-29,3,756000.0
754,77,35,2024-12-31,2,504000.0
755,42,46,2022-05-31,3,528000.0
756,38,37,2024-05-26,3,798000.0
757,66,44,2024-12-13,1,110000.0
758,18,49,2024-08-08,4,316000.0
759,8,18,2023-07-07,2,290000.0
760,90,9,2025-01-05,2,528000.0
761,19,46,2023-07-27,3,528000.0
762,32,49,2024-05-03,4,316000.0
763,63,10,2023-04-29,5,715000.0
764,81,18,2025-03-13,4,580000.0
765,49,29,2024-01-04,1,265000.0
766,82,50,2023-07-20,1,201000.0
767,52,33,2024-03-18,3,453000.0
768,89,24,2022-08-05,4,284000.0
769,63,21,2025-03-18,5,1340000.0
770,1,50,2022-07-16,1,201000.0
771,94,30,2022-12-15,3,555000.0
772,9,35,2024-02-25,4,1008000.0
773,28,28,2024-01-19,2,104000.0
774,64,18,2024-05-05,3,435000.0
775,37,22,2024-04-04,5,715000.0
776,74,9,2023-02-24,5,1320000.0
777,63,22,2023-09-24,1,143000.0
778,6,7,2024-11-11,4,1172000.0
779,3,8,2022-11-23,2,452000.0
780,57,30,2023-08-12,1,185000.0
781,55,13,2023-08-23,2,234000.0
782,84,20,2023-10-02,2,318000.0
783,36,6,2023-12-24,3,786000.0
784,33,6,2022-11-03,3,786000.0
785,86,42,2023-11-10,2,160000.0
786,7,26,2024-06-21,3,450000.0
787,93,45,2024-09-02,2,104000.0
788,55,42,2022-09-25,1,80000.0
789,91,7,2023-08-22,1,293000.0
790,28,31,2023-04-24,1,98000.0
791,17,38,2024-04-07,2,564000.0
792,67,44,2022-10-21,4,440000.0
793,2,1,2023-06-03,3,318000.0
794,16,28,2024-03-12,2,104000.0
795,62,5,2023-05-04,2,208000.0
796,50,6,2022-11-18,1,262000.0
797,14,21,2022-09-11,3,804000.0
798,39,9,2022-07-01,4,1056000.0
799,100,49,2023-07-08,2,158000.0
800,83,44,2023-12-01,2,220000.0
801,9,34,2024-11-24,5,425000.0
802,2,40,2024-01-23,2,126000.0
803,57,23,2023-05-04,2,110000.0
804,81,48,2022-12-18,2,434000.0
805,53,40,2023-09-04,4,252000.0
806,28,6,2024-09-27,1,262000.0
807,18,49,2023-08-12,1,79000.0
808,76,47,2023-02-02,4,356000.0
809,45,28,2022-12-17,3,156000.0
810,18,16,2024-05-27,3,420000.0
811,83,6,2024-06-21,2,524000.0
812,71,39,2024-04-08,5,485000.0
813,93,39,2024-05-27,3,291000.0
814,100,45,2023-08-06,1,52000.0
815,85,20,2024-05-25,2,318000.0
816,67,39,2022-05-20,5,485000.0
817,25,48,2022-08-31,4,868000.0
818,38,42,2023-12-15,1,80000.0
819,31,32,2024-06-07,4,668000.0
820,15,16,2024-03-24,4,560000.0
821,82,39,2023-04-22,1,97000.0
822,68,1,2023-03-14,3,318000.0
823,41,9,2024-10-06,4,1056000.0
824,73,27,2023-10-14,3,240000.0
825,70,44,2022-06-28,2,220000.0
826,98,31,2022-07-01,1,98000.0
827,3,38,2023-06-25,1,282000.0
828,2,17,2024-05-21,2,176000.0
829,6,4,2024-10-28,4,1008000.0
830,65,19,2025-01-24,5,1100000.0
831,99,27,2025-02-21,4,320000.0
832,90,26,2024-04-14,1,150000.0
833,82,35,2023-07-01,5,1260000.0
834,79,10,2024-07-25,3,429000.0
835,11,20,2022-04-26,1,159000.0
836,66,14,2022-09-27,2,298000.0
837,69,21,2024-02-12,4,1072000.0
838,76,41,2022-11-08,1,263000.0
839,40,45,2023-05-29,4,208000.0
840,94,16,2023-11-03,1,140000.0
841,32,6,2023-12-31,4,1048000.0
842,15,30,2023-11-03,5,925000.0
843,78,4,2022-06-23,3,756000.0
844,86,48,2023-12-27,2,434000.0
845,16,1,2022-07-02,2,212000.0
846,90,1,2024-09-15,2,212000.0
847,64,23,2024-09-02,5,275000.0
848,67,47,2023-02-10,3,267000.0
849,22,24,2023-10-29,2,142000.0
850,96,50,2024-08-20,3,603000.0
851,94,8,2023-07-06,1,226000.0
852,43,28,2022-08-06,3,156000.0
853,68,5,2023-12-05,3,312000.0
854,92,37,2024-06-05,1,266000.0
855,64,30,2024-03-13,5,925000.0
856,47,4,2024-08-15,4,1008000.0
857,73,11,2023-06-22,3,552000.0
858,21,17,2024-12-07,1,88000.0
859,74,44,2025-03-05,1,110000.0
860,30,48,2024-11-18,5,1085000.0
861,1,3,2022-10-15,1,229000.0
862,32,3,2022-10-30,4,916000.0
863,47,25,2022-09-11,2,232000.0
864,23,3,2023-12-16,5,1145000.0
865,92,48,2023-11-14,4,868000.0
866,29,21,2023-09-22,2,536000.0
867,54,47,2024-08-27,3,267000.0
868,35,5,2023-11-02,5,520000.0
869,48,8,2022-11-24,5,1130000.0
870,87,4,2023-02-17,2,504000.0
871,29,34,2024-11-04,1,85000.0
872,52,5,2024-06-12,4,416000.0
873,37,50,2023-12-28,3,603000.0
874,42,6,2024-05-29,5,1310000.0
875,59,1,2022-06-15,3,318000.0
876,26,19,2022-06-23,5,1100000.0
877,39,48,2022-06-13,5,1085000.0
878,32,30,2022-11-12,3,555000.0
879,76,32,2023-09-13,2,334000.0
880,94,35,2024-04-18,2,504000.0
881,20,1,2024-06-28,4,424000.0
882,4,15,2024-03-23,5,1180000.0
883,45,41,2022-12-01,1,263000.0
884,43,1,2024-11-10,4,424000.0
885,95,47,2024-06-22,3,267000.0
886,14,14,2022-11-17,5,745000.0
887,31,27,2023-09-05,4,320000.0
888,8,10,2024-11-21,3,429000.0
889,12,3,2023-08-21,2,458000.0
890,67,27,2022-12-22,3,240000.0
891,59,48,2023-12-15,1,217000.0
892,75,7,2024-11-26,5,1465000.0
893,18,41,2023-07-22,4,1052000.0
894,10,38,2024-10-22,5,1410000.0
895,8,28,2023-09-18,2,104000.0
896,31,19,2024-06-10,3,660000.0
897,41,26,2024-06-13,3,450000.0
898,41,29,2024-07-18,3,795000.0
899,30,5,2024-05-13,2,208000.0
900,18,50,2024-09-04,5,1005000.0
901,14,10,2023-07-23,1,143000.0
902,22,29,2024-04-20,4,1060000.0
903,41,27,2022-05-09,1,80000.0
904,69,23,2023-11-07,2,110000.0
905,58,20,2023-09-10,4,636000.0
906,34,8,2025-02-23,1,226000.0
907,21,44,2022-10-01,3,330000.0
908,91,45,2024-01-21,5,260000.0
909,6,14,2024-10-06,3,447000.0
910,19,6,2023-08-04,2,524000.0
911,46,26,2025-03-17,5,750000.0
912,7,44,2024-12-16,3,330000.0
913,34,12,2022-05-25,1,221000.0
914,52,29,2024-10-27,5,1325000.0
915,96,36,2024-04-20,2,584000.0
916,13,30,2023-05-31,1,185000.0
917,18,8,2025-01-26,1,226000.0
918,8,50,2024-09-28,2,402000.0
919,17,13,2024-09-27,4,468000.0
920,48,44,2023-04-02,1,110000.0
921,75,38,2022-07-02,3,846000.0
922,10,2,2024-10-06,1,58000.0
923,26,42,2024-04-29,4,320000.0
924,17,6,2023-01-03,3,786000.0
925,16,3,2024-07-06,4,916000.0
926,7,11,2024-12-16,5,920000.0
927,56,47,2024-12-01,4,356000.0
928,64,2,2023-11-25,4,232000.0
929,88,28,2022-11-29,2,104000.0
930,46,14,2025-03-06,2,298000.0
931,36,18,2023-04-25,4,580000.0
932,20,3,2022-06-02,5,1145000.0
933,80,40,2024-09-19,2,126000.0
934,83,19,2025-04-06,4,880000.0
935,53,36,2022-10-01,4,1168000.0
936,8,6,2023-02-04,3,786000.0
937,50,9,2022-05-13,4,1056000.0
938,26,42,2024-02-28,5,400000.0
939,32,41,2023-08-14,5,1315000.0
940,3,25,2024-01-24,3,348000.0
941,62,35,2022-12-05,4,1008000.0
942,45,37,2024-01-15,5,1330000.0
943,42,25,2025-03-21,3,348000.0
944,24,2,2023-02-24,3,174000.0
945,77,15,2024-01-11,1,236000.0
946,100,18,2024-06-01,1,145000.0
947,61,34,2024-11-18,3,255000.0
948,99,38,2024-04-15,2,564000.0
949,21,7,2022-07-19,2,586000.0
950,85,16,2022-11-14,3,420000.0
951,69,48,2024-06-27,1,217000.0
952,98,15,2023-03-02,5,1180000.0
953,50,23,2024-09-01,2,110000.0
954,23,16,2023-08-31,5,700000.0
955,41,48,2025-02-05,3,651000.0
956,76,2,2024-04-26,3,174000.0
957,73,37,2024-07-08,2,532000.0
958,73,13,2023-11-20,4,468000.0
959,70,20,2023-08-14,2,318000.0
960,63,3,2023-01-08,1,229000.0
961,8,15,2024-03-28,5,1180000.0
962,29,2,2024-07-20,5,290000.0
963,62,1,2023-09-27,3,318000.0
964,79,13,2024-08-09,2,234000.0
965,44,46,2023-10-16,2,352000.0
966,42,4,2025-02-26,1,252000.0
967,19,38,2025-03-06,2,564000.0
968,100,8,2025-01-07,5,1130000.0
969,47,5,2025-03-26,3,312000.0
970,91,43,2023-05-29,4,856000.0
971,76,7,2024-11-16,3,879000.0
972,39,21,2024-05-05,2,536000.0
973,21,47,2023-02-06,4,356000.0
974,82,32,2023-05-01,3,501000.0
975,23,46,2023-06-21,5,880000.0
976,89,40,2024-08-27,3,189000.0
977,29,43,2023-07-21,5,1070000.0
978,23,25,2023-03-29,3,348000.0
979,94,45,2023-07-20,3,156000.0
980,17,12,2023-07-06,1,221000.0
981,90,37,2025-04-13,4,1064000.0
982,99,37,2023-03-01,1,266000.0
983,24,39,2025-03-21,3,291000.0
984,79,15,2025-04-13,5,1180000.0
985,14,32,2024-05-12,2,334000.0
986,43,48,2023-08-19,1,217000.0
987,31,23,2024-04-28,3,165000.0
988,22,41,2023-10-07,1,263000.0
989,91,43,2024-08-31,3,642000.0
990,58,1,2023-06-12,3,318000.0
991,27,16,2023-07-05,1,140000.0
992,45,17,2022-10-20,1,88000.0
993,93,1,2024-09-20,1,106000.0
994,50,29,2025-02-28,4,1060000.0
995,22,27,2024-08-04,4,320000.0
996,49,23,2023-11-24,5,275000.0
997,49,7,2023-12-17,4,1172000.0
998,74,42,2023-10-02,2,160000.0
999,21,29,2022-11-27,1,265000.0
1000,5,19,2023-07-09,1,220000.0
1001,41,17,2022-06-18,1,88000.0
1002,10,22,2023-07-04,2,286000.0
1003,49,11,2022-08-14,1,184000.0
1004,71,6,2023-10-04,3,786000.0
1005,77,40,2024-03-01,4,252000.0
1006,91,2,2025-01-27,4,232000.0
1007,84,11,2023-05-17,5,920000.0
1008,56,11,2024-04-27,1,184000.0
1009,13,22,2023-03-12,2,286000.0
1010,25,27,2023-02-21,5,400000.0
1011,93,47,2024-07-28,5,445000.0
1012,34,43,2023-06-09,3,642000.0
1013,39,16,2024-09-03,1,140000.0
1014,7,26,2025-03-30,5,750000.0
1015,71,32,2023-06-09,2,334000.0
1016,7,24,2022-11-13,1,71000.0
1017,55,6,2022-09-30,3,786000.0
1018,85,41,2024-11-25,5,1315000.0
1019,62,13,2024-10-11,1,117000.0
1020,4,14,2023-04-20,2,298000.0
1021,82,19,2023-04-25,1,220000.0
1022,61,8,2022-07-01,3,678000.0
1023,51,31,2025-02-17,4,392000.0
1024,85,17,2024-07-16,1,88000.0
1025,83,35,2023-03-30,4,1008000.0
1026,24,24,2024-12-30,4,284000.0
1027,48,12,2023-04-10,4,884000.0
1028,6,17,2022-07-04,4,352000.0
1029,60,17,2022-09-16,2,176000.0
1030,35,37,2024-01-16,1,266000.0
1031,20,49,2023-09-09,1,79000.0
1032,11,43,2024-04-16,3,642000.0
1033,70,27,2022-09-17,5,400000.0
1034,30,36,2025-03-07,1,292000.0
1035,50,34,2022-11-13,4,340000.0
1036,69,44,2022-04-22,4,440000.0
1037,74,16,2024-08-15,4,560000.0
1038,39,6,2022-12-15,4,1048000.0
1039,92,3,2024-01-06,5,1145000.0
1040,74,34,2025-01-22,5,425000.0
1041,87,40,2024-04-21,2,126000.0
1042,16,49,2024-04-24,4,316000.0
1043,23,11,2025-01-18,2,368000.0
1044,25,9,2023-02-17,1,264000.0
1045,55,6,2023-07-04,4,1048000.0
1046,26,41,2023-08-25,2,526000.0
1047,77,17,2023-07-01,3,264000.0
1048,94,5,2025-01-11,1,104000.0
1049,50,36,2022-07-14,4,1168000.0
1050,71,21,2022-08-30,3,804000.0
1051,67,30,2025-01-21,1,185000.0
1052,90,40,2024-09-21,5,315000.0
1053,67,27,2023-04-09,1,80000.0
1054,54,10,2024-07-23,2,286000.0
1055,73,38,2022-06-10,5,1410000.0
1056,98,7,2023-01-10,1,293000.0
1057,73,50,2024-01-23,1,201000.0
1058,37,35,2023-01-12,3,756000.0
1059,53,17,2022-06-09,4,352000.0
1060,84,32,2023-12-21,5,835000.0
1061,78,31,2024-05-22,1,98000.0
1062,23,18,2023-01-28,4,580000.0
1063,19,40,2023-07-07,5,315000.0
1064,88,45,2022-06-11,4,208000.0
1065,5,26,2022-04-28,3,450000.0
1066,89,16,2023-07-21,1,140000.0
1067,96,31,2024-09-12,3,294000.0
1068,48,2,2024-11-05,3,174000.0
1069,39,20,2022-09-27,3,477000.0
1070,63,45,2023-09-16,1,52000.0
1071,30,9,2023-06-30,3,792000.0
1072,96,29,2024-03-19,3,795000.0
1073,35,47,2025-01-04,4,356000.0
1074,78,42,2024-08-04,1,80000.0
1075,25,29,2024-07-06,2,530000.0
1076,53,48,2024-05-20,4,868000.0
1077,98,34,2022-11-08,3,255000.0
1078,8,33,2024-06-05,2,302000.0
1079,9,20,2024-04-10,5,795000.0
1080,52,9,2023-06-11,5,1320000.0
1081,73,2,2023-02-07,2,116000.0
1082,25,13,2022-10-05,1,117000.0
1083,32,3,2023-09-09,4,916000.0
1084,7,24,2022-12-22,2,142000.0
1085,36,24,2024-03-26,4,284000.0
1086,65,26,2025-01-15,1,150000.0
1087,88,2,2023-05-18,2,116000.0
1088,48,32,2023-01-28,5,835000.0
1089,58,12,2022-05-05,4,884000.0
1090,76,36,2023-09-19,3,876000.0
1091,45,11,2023-07-16,3,552000.0
1092,96,45,2024-09-12,1,52000.0
1093,37,2,2025-02-24,4,232000.0
1094,7,11,2023-02-08,5,920000.0
1095,100,14,2023-01-11,2,298000.0
1096,83,15,2024-11-18,2,472000.0
1097,35,42,2024-12-31,4,320000.0
1098,66,2,2024-01-03,1,58000.0
1099,61,9,2024-02-07,2,528000.0
1100,77,1,2024-06-22,2,212000.0
1101,33,39,2023-09-05,3,291000.0
1102,92,46,2022-08-26,3,528000.0
1103,55,25,2023-12-27,3,348000.0
1104,59,17,2025-02-16,2,176000.0
1105,60,20,2022-09-09,5,795000.0
1106,80,26,2023-01-26,5,750000.0
1107,14,1,2022-11-18,5,530000.0
1108,85,24,2024-04-24,5,355000.0
1109,83,39,2023-08-29,5,485000.0
1110,37,20,2023-05-04,1,159000.0
1111,62,5,2022-04-24,3,312000.0
1112,36,41,2023-05-24,3,789000.0
1113,36,17,2023-11-30,3,264000.0
1114,25,10,2023-04-14,5,715000.0
1115,98,16,2024-03-07,1,140000.0
1116,77,26,2023-06-02,3,450000.0
1117,88,9,2023-09-08,1,264000.0
1118,84,32,2023-07-27,3,501000.0
1119,34,27,2024-10-04,4,320000.0
1120,50,48,2024-09-19,1,217000.0
1121,75,46,2022-05-01,5,880000.0
1122,25,22,2023-05-25,2,286000.0
1123,88,35,2025-01-23,4,1008000.0
1124,86,23,2023-10-24,5,275000.0
1125,39,11,2025-03-25,5,920000.0
1126,24,19,2023-04-16,1,220000.0
1127,61,9,2022-07-19,3,792000.0
1128,93,36,2025-02-14,2,584000.0
1129,88,22,2022-10-14,1,143000.0
1130,29,23,2024-04-05,2,110000.0
1131,96,20,2023-08-03,4,636000.0
1132,43,24,2022-12-18,3,213000.0
1133,75,19,2024-01-03,4,880000.0
1134,16,31,2025-03-14,1,98000.0
1135,82,38,2024-06-02,5,1410000.0
1136,80,5,2025-04-10,4,416000.0
1137,25,33,2023-08-10,1,151000.0
1138,88,25,2025-03-21,5,580000.0
1139,39,27,2022-10-13,1,80000.0
1140,20,9,2024-12-31,2,528000.0
1141,44,27,2023-07-16,5,400000.0
1142,59,10,2023-11-05,3,429000.0
1143,92,12,2024-11-23,1,221000.0
1144,63,22,2023-03-23,2,286000.0
1145,41,41,2023-03-20,1,263000.0
1146,1,29,2022-11-07,3,795000.0
1147,27,49,2024-04-25,2,158000.0
1148,74,49,2022-12-07,2,158000.0
1149,63,49,2024-03-20,1,79000.0
1150,17,40,2024-11-09,4,252000.0
1151,82,28,2023-11-15,4,208000.0
1152,55,31,2024-01-19,4,392000.0
1153,1,3,2025-04-08,5,1145000.0
1154,26,47,2024-08-14,3,267000.0
1155,2,21,2024-04-14,5,1340000.0
1156,25,2,2024-07-27,1,58000.0
1157,81,47,2025-02-08,2,178000.0
1158,29,45,2023-03-19,3,156000.0
1159,40,9,2023-05-03,1,264000.0
1160,50,33,2025-03-05,5,755000.0
1161,40,11,2024-10-25,1,184000.0
1162,6,20,2022-08-19,3,477000.0
1163,59,47,2024-07-08,5,445000.0
1164,77,34,2024-03-07,3,255000.0
1165,56,44,2024-07-12,2,220000.0
1166,44,32,2025-04-11,3,501000.0
1167,97,13,2023-10-28,2,234000.0
1168,52,2,2022-08-13,2,116000.0
1169,29,47,2024-09-06,2,178000.0
1170,28,47,2022-10-05,1,89000.0
1171,76,33,2022-07-18,2,302000.0
1172,16,24,2024-08-11,1,71000.0
1173,49,41,2024-06-07,3,789000.0
1174,99,35,2023-02-22,5,1260000.0
1175,7,39,2024-09-19,1,97000.0
1176,85,7,2024-07-25,1,293000.0
1177,7,45,2022-12-02,1,52000.0
1178,54,29,2022-12-25,4,1060000.0
1179,16,36,2023-09-05,3,876000.0
1180,61,45,2024-06-30,2,104000.0
1181,27,45,2024-02-29,1,52000.0
1182,39,27,2022-10-11,1,80000.0
1183,85,34,2025-03-05,3,255000.0
1184,80,39,2023-02-27,2,194000.0
1185,54,7,2024-10-05,5,1465000.0
1186,93,40,2024-05-12,1,63000.0
1187,37,8,2022-09-02,1,226000.0
1188,64,13,2024-06-14,5,585000.0
1189,26,50,2024-03-06,3,603000.0
1190,67,13,2022-07-09,3,351000.0
1191,91,27,2024-03-18,3,240000.0
1192,21,3,2022-11-04,5,1145000.0
1193,64,14,2024-06-19,4,596000.0
1194,43,16,2024-01-19,1,140000.0
1195,2,43,2024-03-23,1,214000.0
1196,15,37,2024-09-06,4,1064000.0
1197,20,6,2022-07-12,5,1310000.0
1198,10,47,2024-08-29,1,89000.0
1199,33,42,2024-04-01,2,160000.0
1200,59,19,2025-02-22,3,660000.0
1201,60,4,2023-08-05,1,252000.0
1202,23,3,2022-05-17,3,687000.0
1203,47,44,2023-12-20,3,330000.0
1204,55,48,2023-05-14,1,217000.0
1205,13,49,2022-04-18,1,79000.0
1206,2,9,2023-03-18,2,528000.0
1207,43,23,2024-09-28,4,220000.0
1208,80,18,2022-08-05,1,145000.0
1209,48,22,2022-06-23,2,286000.0
1210,15,26,2024-02-01,4,600000.0
1211,59,18,2023-10-01,4,580000.0
1212,89,31,2025-04-06,4,392000.0
1213,84,11,2022-07-22,1,184000.0
1214,17,45,2024-08-01,1,52000.0
1215,21,7,2022-07-16,4,1172000.0
1216,76,31,2022-07-30,5,490000.0
1217,87,29,2024-04-16,2,530000.0
1218,79,25,2022-06-02,3,348000.0
1219,79,2,2023-07-03,2,116000.0
1220,62,32,2024-01-09,1,167000.0
1221,53,29,2023-01-18,1,265000.0
1222,9,17,2022-11-10,3,264000.0
1223,2,46,2025-01-04,5,880000.0
1224,99,48,2025-01-11,5,1085000.0
1225,93,37,2024-01-27,2,532000.0
1226,86,22,2023-11-16,5,715000.0
1227,67,45,2023-11-29,5,260000.0
1228,13,28,2024-03-10,2,104000.0
1229,62,23,2023-11-21,4,220000.0
1230,20,36,2023-11-18,5,1460000.0
1231,7,1,2022-08-16,2,212000.0
1232,65,31,2025-03-09,4,392000.0
1233,22,5,2025-02-05,4,416000.0
1234,42,16,2024-07-29,3,420000.0
1235,36,4,2022-11-06,5,1260000.0
1236,29,36,2025-01-23,4,1168000.0
1237,52,16,2023-10-06,1,140000.0
1238,59,29,2022-10-15,5,1325000.0
1239,58,6,2023-01-16,4,1048000.0
1240,58,21,2024-07-26,1,268000.0
1241,64,48,2023-12-15,1,217000.0
1242,14,26,2024-07-13,4,600000.0
1243,5,36,2022-10-28,5,1460000.0
1244,1,6,2023-03-25,5,1310000.0
1245,80,41,2022-04-19,3,789000.0
1246,66,36,2022-05-19,2,584000.0
1247,84,43,2023-07-21,4,856000.0
1248,44,24,2024-04-02,1,71000.0
1249,29,30,2025-02-23,3,555000.0
1250,72,50,2024-08-06,5,1005000.0
1251,77,31,2024-02-01,3,294000.0
1252,92,29,2024-07-18,1,265000.0
1253,13,49,2023-11-24,2,158000.0
1254,1,22,2023-04-05,3,429000.0
1255,82,19,2023-05-03,5,1100000.0
1256,67,24,2024-03-29,1,71000.0
1257,6,11,2023-10-03,4,736000.0
1258,18,46,2022-12-10,4,704000.0
1259,14,17,2023-06-16,5,440000.0
1260,26,13,2023-01-31,1,117000.0
1261,51,14,2022-10-06,4,596000.0
1262,25,46,2022-06-03,3,528000.0
1263,14,49,2025-02-02,4,316000.0
1264,6,41,2024-01-25,5,1315000.0
1265,16,50,2024-11-24,4,804000.0
1266,59,43,2022-05-08,5,1070000.0
1267,65,9,2023-04-22,4,1056000.0
1268,1,34,2023-02-28,1,85000.0
1269,71,28,2022-07-27,5,260000.0
1270,62,33,2022-09-17,2,302000.0
1271,89,38,2024-10-22,2,564000.0
1272,94,9,2022-06-05,1,264000.0
1273,50,43,2024-03-07,5,1070000.0
1274,78,21,2024-10-28,5,1340000.0
1275,50,27,2025-02-20,5,400000.0
1276,89,49,2025-04-10,2,158000.0
1277,36,26,2022-06-28,3,450000.0
1278,38,29,2023-04-29,2,530000.0
1279,18,27,2022-06-21,5,400000.0
1280,90,48,2023-12-29,5,1085000.0
1281,39,45,2024-02-24,5,260000.0
1282,41,46,2023-04-13,5,880000.0
1283,81,14,2024-07-30,2,298000.0
1284,27,40,2023-03-17,3,189000.0
1285,88,23,2022-07-10,2,110000.0
1286,91,42,2022-11-17,2,160000.0
1287,65,35,2024-06-04,3,756000.0
1288,91,8,2023-07-07,3,678000.0
1289,72,31,2023-04-12,5,490000.0
1290,74,43,2024-09-24,4,856000.0
1291,87,48,2023-08-22,5,1085000.0
1292,37,28,2024-09-27,1,52000.0
1293,67,7,2024-10-28,1,293000.0
1294,49,10,2025-02-21,1,143000.0
1295,86,4,2023-08-25,2,504000.0
1296,35,49,2023-04-17,2,158000.0
1297,37,44,2023-07-26,3,330000.0
1298,19,4,2022-11-22,3,756000.0
1299,27,49,2025-02-02,5,395000.0
1300,5,23,2024-07-01,4,220000.0
1301,14,40,2023-03-23,5,315000.0
1302,29,48,2024-01-16,5,1085000.0
1303,50,16,2023-07-24,5,700000.0
1304,90,19,2023-06-15,1,220000.0
1305,49,25,2022-07-17,4,464000.0
1306,88,21,2024-08-25,5,1340000.0
1307,7,1,2024-10-19,3,318000.0
1308,26,40,2023-01-11,4,252000.0
1309,29,41,2024-12-11,3,789000.0
1310,97,38,2025-03-03,5,1410000.0
1311,95,39,2024-02-06,2,194000.0
1312,100,47,2024-08-24,2,178000.0
1313,38,29,2024-05-22,2,530000.0
1314,88,5,2022-06-25,2,208000.0
1315,23,48,2023-10-01,5,1085000.0
1316,16,25,2025-01-07,1,116000.0
1317,55,18,2025-02-19,5,725000.0
1318,34,9,2023-11-27,2,528000.0
1319,75,17,2024-07-06,1,88000.0
1320,43,30,2023-08-22,2,370000.0
1321,6,10,2025-03-30,3,429000.0
1322,77,4,2024-01-20,5,1260000.0
1323,85,20,2024-01-08,4,636000.0
1324,74,36,2022-12-01,3,876000.0
1325,10,46,2023-07-23,3,528000.0
1326,68,15,2023-11-19,2,472000.0
1327,67,5,2023-01-24,5,520000.0
1328,21,27,2024-07-27,5,400000.0
1329,69,26,2024-04-18,1,150000.0
1330,45,15,2023-04-23,2,472000.0
1331,85,22,2023-03-30,3,429000.0
1332,47,19,2023-07-25,2,440000.0
1333,97,40,2022-11-24,5,315000.0
1334,61,36,2024-04-02,1,292000.0
1335,15,43,2022-07-12,3,642000.0
1336,58,16,2024-09-03,5,700000.0
1337,80,16,2024-01-15,1,140000.0
1338,88,21,2024-01-21,4,1072000.0
1339,15,25,2024-08-26,3,348000.0
1340,70,47,2024-07-15,3,267000.0
1341,4,34,2022-11-08,3,255000.0
1342,66,33,2023-12-08,4,604000.0
1343,63,3,2023-04-26,3,687000.0
1344,84,13,2023-05-15,3,351000.0
1345,66,6,2023-02-23,1,262000.0
1346,22,50,2023-09-09,5,1005000.0
1347,69,1,2025-01-12,1,106000.0
1348,27,43,2022-08-14,2,428000.0
1349,88,28,2024-03-12,1,52000.0
1350,27,35,2023-11-11,4,1008000.0
1351,83,5,2022-09-04,2,208000.0
1352,4,30,2024-07-24,3,555000.0
1353,5,6,2023-02-03,1,262000.0
1354,7,12,2022-07-03,3,663000.0
1355,72,5,2023-06-05,5,520000.0
1356,30,17,2023-11-20,4,352000.0
1357,50,29,2025-02-23,4,1060000.0
1358,56,21,2024-11-08,1,268000.0
1359,50,44,2024-11-05,1,110000.0
1360,69,1,2022-06-14,5,530000.0
1361,9,49,2022-08-05,5,395000.0
1362,6,45,2023-01-31,1,52000.0
1363,46,33,2024-10-12,1,151000.0
1364,38,44,2025-02-20,3,330000.0
1365,78,6,2024-08-29,3,786000.0
1366,98,29,2023-03-17,4,1060000.0
1367,51,43,2024-04-27,1,214000.0
1368,61,11,2023-03-04,5,920000.0
